airline,origin,destination,dep_time,stops,duration,price,is_red_eye,seats_left
AA,DFW,FLL,17:00,0,2.65,517,0,19
AA,DFW,PHX,11:00,0,2.67,570,0,23
AS,SFO,SEA,13:00,0,2.05,406,0,6
DL,ATL,LGA,16:00,0,2.25,525,0,9
WN,OKC,HOU,08:00,0,1.42,296,0,8
DL,PNS,ATL,12:00,0,1.25,349,0,19
OO,SLC,COS,15:00,0,1.55,573,0,14
AA,MIA,ORD,13:00,0,3.4,294,0,12
AA,ORD,MSP,16:00,0,1.47,460,0,5
OO,ESC,DTW,06:00,0,1.45,358,0,10
EV,IAH,MOB,19:00,0,1.3,551,0,18
EV,IAH,ELP,14:00,0,2.1,187,0,20
OO,SFO,SAN,06:00,0,1.53,547,0,18
MQ,CRP,DFW,06:00,0,1.37,477,0,16
OO,IAH,PSP,10:00,0,3.47,137,0,27
OO,RAP,MSP,15:00,0,1.67,332,0,12
OO,YUM,PHX,12:00,0,0.88,430,0,26
US,MCO,CLT,10:00,0,1.72,286,0,12
UA,KOA,SFO,13:00,0,5.05,444,0,10
UA,MSY,SFO,09:00,0,4.98,443,0,13
MQ,ORD,BNA,08:00,0,1.47,586,0,15
EV,IND,ORD,10:00,0,1.1,290,0,21
WN,STL,LAS,06:00,0,3.75,422,0,22
OO,LAX,SBP,18:00,0,1.0,401,0,7
AS,SEA,LAS,07:00,0,2.35,463,0,23
US,PHX,DCA,13:00,0,4.13,291,0,21
DL,PWM,ATL,06:00,0,3.33,238,0,18
DL,ATL,SDF,08:00,0,1.32,268,0,13
UA,ORD,JAC,09:00,0,3.42,355,0,9
DL,CMH,LAX,07:00,0,5.12,115,0,24
EV,GSP,IAD,14:00,0,1.37,347,0,27
WN,ATL,IND,15:00,0,1.67,185,0,25
WN,SDF,MDW,12:00,0,1.33,384,0,7
OO,DFW,IAH,11:00,0,1.12,223,0,6
WN,DCA,HOU,19:00,0,3.67,493,0,27
US,ORF,CLT,05:00,0,1.27,380,1,5
OO,DEN,MOT,10:00,0,2.02,433,0,15
AS,SEA,GEG,21:00,0,0.9,441,1,18
WN,OAK,MDW,14:00,0,4.08,241,0,9
HA,KOA,HNL,10:00,0,0.73,202,0,14
US,PHL,PBI,10:00,0,3.0,262,0,19
OO,BIS,DEN,13:00,0,1.7,254,0,10
AS,SEA,ANC,06:00,0,3.9,194,0,29
WN,HOU,HRL,13:00,0,1.08,512,0,10
MQ,ABQ,ORD,13:00,0,2.62,241,0,15
WN,ATL,JAX,18:00,0,1.17,330,0,24
US,PHL,CLT,19:00,0,1.77,539,0,27
AS,SFO,SLC,20:00,0,1.83,140,0,11
OO,PSC,DEN,13:00,0,2.1,127,0,8
US,JFK,CLT,06:00,0,2.12,490,0,23
WN,PIT,LAS,07:00,0,5.17,218,0,29
DL,MIA,LGA,15:00,0,2.97,276,0,6
EV,CLE,MKE,18:00,0,1.42,520,0,11
B6,BOS,TPA,07:00,0,3.58,445,0,15
F9,DEN,PBI,11:00,0,3.67,105,0,18
AS,OTZ,ANC,09:00,0,1.52,139,0,22
WN,BWI,BDL,10:00,0,1.17,107,0,26
US,LGA,CLT,19:00,0,2.12,538,0,27
VX,SFO,JFK,09:00,0,5.65,438,0,21
WN,TUS,DEN,07:00,0,2.0,465,0,26
NK,MCO,ACY,14:00,0,2.15,351,0,23
B6,LAX,JFK,11:00,0,5.3,193,0,29
MQ,DFW,SAF,09:00,0,1.77,476,0,10
VX,LAX,SFO,18:00,0,1.33,108,0,10
DL,MSP,JFK,11:00,0,2.75,141,0,17
WN,AUS,SAN,20:00,0,3.17,320,0,27
WN,HOU,DAL,16:00,0,1.0,111,0,12
WN,DEN,BOS,18:00,0,3.83,113,0,20
AA,EWR,DFW,16:00,0,4.08,469,0,20
US,EWR,CLT,06:00,0,2.02,283,0,6
UA,SFO,LAS,10:00,0,1.58,547,0,9
WN,ATL,DAL,14:00,0,2.5,194,0,17
WN,AUS,DAL,18:00,0,0.92,419,0,23
B6,EWR,MCO,12:00,0,2.87,283,0,21
EV,ORF,DTW,07:00,0,2.15,227,0,26
UA,IAD,LAX,19:00,0,5.87,490,0,29
EV,SHV,DEN,09:00,0,2.4,169,0,28
EV,IAD,PVD,17:00,0,1.38,246,0,9
UA,EWR,FLL,17:00,0,3.1,535,0,14
DL,DTW,FLL,17:00,0,3.08,312,0,7
EV,BRO,IAH,10:00,0,1.23,259,0,13
US,PHX,MCO,13:00,0,4.0,434,0,9
DL,DCA,DTW,07:00,0,1.72,392,0,25
WN,MKE,BOS,20:00,0,2.17,580,0,25
WN,FLL,TPA,09:00,0,1.08,302,0,24
EV,LIT,DFW,13:00,0,1.33,305,0,14
WN,ATL,HOU,19:00,0,2.42,136,0,24
AA,MIA,CLT,06:00,0,2.15,431,0,8
AA,ORD,LAS,18:00,0,3.93,440,0,17
MQ,BMI,ORD,17:00,0,0.92,187,0,11
US,CLT,BDL,09:00,0,2.0,131,0,5
UA,SFO,HNL,09:00,0,5.4,586,0,25
AA,HDN,DFW,08:00,0,2.2,381,0,11
MQ,ORD,DSM,11:00,0,1.23,510,0,7
US,JAX,CLT,13:00,0,1.37,288,0,7
AA,MIA,ATL,20:00,0,2.03,461,0,26
EV,OKC,IAD,11:00,0,2.75,573,0,24
US,FLL,CLT,10:00,0,2.02,182,0,16
WN,MAF,HOU,19:00,0,1.33,436,0,11
OO,TWF,SLC,15:00,0,0.87,185,0,25
DL,ATL,SAV,19:00,0,1.08,436,0,21
OO,SFO,SNA,15:00,0,1.48,428,0,29
MQ,DFW,LIT,18:00,0,1.15,473,0,21
DL,ATL,MKE,18:00,0,2.1,180,0,9
WN,SJC,LAS,10:00,0,1.42,440,0,24
MQ,PNS,DFW,09:00,0,2.08,480,0,5
WN,HOU,LAS,16:00,0,3.33,335,0,16
OO,DFW,ORD,21:00,0,2.2,399,1,23
EV,ATL,TUL,08:00,0,2.18,417,0,6
OO,RDM,SFO,14:00,0,1.62,147,0,7
WN,PHX,SNA,10:00,0,1.25,355,0,24
B6,BOS,RDU,08:00,0,2.2,237,0,8
MQ,ORD,DBQ,10:00,0,0.83,318,0,16
EV,MSN,DTW,14:00,0,1.28,580,0,19
WN,CMH,BNA,06:00,0,1.58,122,0,25
DL,ATL,DFW,09:00,0,2.62,109,0,7
UA,ORD,SAN,08:00,0,4.38,320,0,15
AS,SEA,ANC,14:00,0,3.82,284,0,8
US,LAX,PHL,22:00,0,4.87,490,1,11
AA,LAS,DFW,07:00,0,2.67,153,0,20
WN,LAS,DEN,20:00,0,1.75,139,0,7
VX,LAS,LAX,09:00,0,1.17,541,0,14
WN,PIT,BNA,10:00,0,1.83,345,0,20
DL,ATL,ORD,08:00,0,2.17,282,0,18
WN,HOU,BOS,18:00,0,3.5,242,0,17
MQ,DTW,LGA,12:00,0,1.7,426,0,14
US,SAN,PHX,10:00,0,1.18,529,0,11
OO,ORD,MKE,08:00,0,0.88,90,0,14
WN,FLL,MDW,17:00,0,3.33,328,0,15
B6,TPA,BOS,16:00,0,2.9,135,0,7
EV,SAV,ORD,07:00,0,2.5,282,0,26
B6,MCO,LGA,19:00,0,2.52,98,0,29
DL,DTW,CLT,19:00,0,1.83,180,0,17
MQ,LGA,ATL,09:00,0,2.65,343,0,15
DL,MEM,ATL,07:00,0,1.47,243,0,26
EV,ATW,DTW,10:00,0,1.37,546,0,20
WN,LAX,PHX,15:00,0,1.33,106,0,29
AA,CLT,ORD,12:00,0,2.12,408,0,25
AA,MIA,JFK,21:00,0,2.85,223,1,16
EV,ATL,EWR,12:00,0,2.42,309,0,21
EV,MSP,OMA,15:00,0,1.32,445,0,14
B6,JFK,BOS,20:00,0,1.15,243,0,23
OO,SFO,RDM,12:00,0,1.55,154,0,5
EV,GNV,ATL,18:00,0,1.32,210,0,11
DL,MSY,ATL,10:00,0,1.4,400,0,28
EV,DFW,CRP,20:00,0,1.25,339,0,27
US,PHX,LIH,14:00,0,6.83,242,0,9
HA,HNL,ITO,15:00,0,0.85,453,0,17
F9,DEN,STL,19:00,0,1.88,122,0,5
B6,SYR,MCO,18:00,0,3.0,166,0,26
WN,SAN,SFO,11:00,0,1.67,565,0,6
OO,EUG,SFO,08:00,0,1.58,159,0,25
DL,DTW,LAX,19:00,0,5.25,514,0,26
WN,LAX,PHX,12:00,0,1.33,201,0,10
DL,ATL,MCO,11:00,0,1.43,123,0,22
OO,YUM,PHX,16:00,0,0.88,98,0,19
EV,IAH,LIT,19:00,0,1.3,424,0,22
WN,STL,PHX,13:00,0,3.5,402,0,5
OO,LAX,RNO,08:00,0,1.57,242,0,18
EV,LGA,OMA,19:00,0,3.43,105,0,18
WN,SEA,DEN,05:00,0,2.58,290,1,10
AA,OGG,LAX,14:00,0,5.1,125,0,9
AA,DFW,COS,15:00,0,1.92,368,0,15
US,CLT,CHS,19:00,0,0.92,363,0,25
US,FLL,CLT,08:00,0,1.98,488,0,7
VX,IAD,LAX,17:00,0,5.92,303,0,13
B6,SLC,LGB,18:00,0,1.77,160,0,23
DL,LAX,MSP,15:00,0,3.63,590,0,25
WN,DAL,OKC,08:00,0,0.83,95,0,22
US,FLL,PHL,14:00,0,2.77,105,0,25
EV,EWR,RIC,15:00,0,1.37,160,0,19
US,ORD,CLT,10:00,0,1.93,445,0,29
OO,LAX,PSP,10:00,0,0.98,352,0,27
DL,ATL,OMA,18:00,0,2.55,307,0,29
WN,DEN,OAK,08:00,0,2.83,312,0,8
B6,MCO,HPN,07:00,0,2.55,249,0,16
WN,SMF,SNA,15:00,0,1.33,364,0,19
EV,DFW,TYS,18:00,0,1.88,590,0,17
WN,LAX,SJC,20:00,0,1.17,499,0,17
AS,PDX,DCA,09:00,0,4.83,548,0,28
EV,RDU,BDL,19:00,0,1.67,297,0,20
MQ,LGA,TYS,11:00,0,1.97,562,0,17
UA,ORD,LAX,08:00,0,4.52,246,0,12
AA,ORD,BOS,20:00,0,2.07,551,0,19
WN,DEN,LAS,16:00,0,1.92,123,0,11
EV,CHS,IAH,13:00,0,2.98,430,0,26
DL,LGA,BOS,08:00,0,1.37,576,0,25
WN,PDX,LAS,18:00,0,2.08,377,0,22
WN,MSY,TPA,09:00,0,1.42,135,0,22
UA,ORD,SFO,15:00,0,4.7,307,0,14
WN,HRL,HOU,06:00,0,1.0,365,0,19
AA,MIA,ORD,19:00,0,3.3,276,0,27
UA,BOS,IAH,13:00,0,4.62,399,0,16
AA,ORD,BOS,20:00,0,2.15,344,0,18
UA,EWR,JAC,08:00,0,4.93,360,0,7
OO,EUG,SFO,08:00,0,1.8,436,0,14
OO,LAX,SMF,20:00,0,1.37,561,0,26
AS,SEA,DFW,06:00,0,3.7,426,0,12
MQ,GRB,ORD,14:00,0,1.08,324,0,16
UA,ORD,EWR,12:00,0,2.08,167,0,9
WN,SJC,PHX,20:00,0,1.67,414,0,15
MQ,DFW,SPS,17:00,0,0.75,513,0,21
EV,AEX,IAH,11:00,0,1.05,271,0,17
DL,GSO,ATL,05:00,0,1.37,560,1,12
WN,BUF,BWI,06:00,0,1.42,123,0,20
EV,CHS,LGA,06:00,0,1.88,235,0,24
OO,GRR,DTW,17:00,0,1.07,377,0,27
US,PHL,MIA,17:00,0,2.93,241,0,6
DL,ATL,MCO,16:00,0,1.43,169,0,24
AA,EGE,DFW,13:00,0,2.1,593,0,21
AA,DCA,LAX,17:00,0,5.95,569,0,8
WN,BWI,MCI,19:00,0,3.0,161,0,14
WN,MDW,DTW,13:00,0,1.17,521,0,8
DL,ATL,IAH,21:00,0,2.35,393,1,23
UA,EWR,LAS,13:00,0,5.92,442,0,20
WN,DAY,BWI,18:00,0,1.33,423,0,23
NK,MCO,FLL,21:00,0,1.05,494,1,7
WN,HOU,MCO,17:00,0,2.17,123,0,10
AA,MIA,MSP,14:00,0,3.92,149,0,28
EV,FAR,DEN,06:00,0,2.35,341,0,15
HA,KOA,HNL,07:00,0,0.7,410,0,15
AA,DFW,MIA,08:00,0,2.67,118,0,27
EV,DFW,LIT,12:00,0,1.08,597,0,8
WN,MCO,ATL,06:00,0,1.75,226,0,5
UA,ORD,LAX,17:00,0,4.57,167,0,19
EV,ORD,RIC,13:00,0,1.95,281,0,22
WN,SNA,SMF,17:00,0,1.42,317,0,12
AS,MCO,SAN,17:00,0,5.42,427,0,21
AA,DFW,MEM,11:00,0,1.33,515,0,23
WN,DAL,AMA,20:00,0,1.17,412,0,17
WN,IAD,SAN,15:00,0,5.67,441,0,23
UA,RSW,EWR,08:00,0,2.78,90,0,8
DL,ATL,LAX,17:00,0,5.17,396,0,21
EV,ORD,MCI,08:00,0,1.62,161,0,27
MQ,LIT,DFW,09:00,0,1.32,318,0,8
DL,MSP,SLC,14:00,0,2.9,330,0,20
MQ,MEM,ORD,06:00,0,1.88,230,0,6
WN,SDF,PHX,09:00,0,4.17,519,0,18
AA,SEA,DFW,08:00,0,3.78,394,0,17
AS,SEA,ONT,15:00,0,2.32,563,0,5
DL,AUS,ATL,12:00,0,2.08,550,0,24
WN,FLL,PHX,16:00,0,5.5,245,0,7
WN,DAL,HOU,16:00,0,1.08,481,0,15
AA,IND,DFW,11:00,0,2.45,227,0,19
WN,ATL,CMH,20:00,0,1.67,319,0,26
US,PHX,SMF,08:00,0,2.05,472,0,14
EV,AGS,ATL,18:00,0,1.1,138,0,15
OO,DEN,RKS,12:00,0,1.47,124,0,26
AA,LAX,TPA,22:00,0,4.42,135,1,7
DL,CLT,ATL,15:00,0,1.27,449,0,23
OO,CID,MSP,19:00,0,1.18,591,0,15
EV,CLT,IAH,11:00,0,2.93,171,0,29
UA,ORD,IAD,08:00,0,1.77,252,0,10
WN,SFO,LAS,11:00,0,1.42,575,0,11
OO,AVL,ORD,08:00,0,2.02,250,0,27
OO,OMA,SLC,17:00,0,2.65,238,0,25
DL,SLC,MCO,10:00,0,4.37,250,0,22
OO,SFO,MRY,10:00,0,0.75,374,0,19
WN,BWI,ALB,19:00,0,1.25,254,0,12
MQ,VPS,DFW,06:00,0,2.25,547,0,22
EV,MEM,IAH,16:00,0,1.87,479,0,12
DL,SAN,JFK,06:00,0,5.17,461,0,6
UA,EWR,SJU,08:00,0,3.97,213,0,11
B6,LGA,MCO,09:00,0,3.02,375,0,9
EV,IAH,HSV,20:00,0,1.68,406,0,12
UA,SFO,PDX,22:00,0,1.78,149,1,5
DL,BDL,ATL,18:00,0,2.8,235,0,27
NK,ORD,DEN,21:00,0,2.7,222,1,20
NK,DFW,BWI,13:00,0,2.7,500,0,15
WN,ELP,SAT,17:00,0,1.33,574,0,13
DL,FLL,DTW,09:00,0,3.07,328,0,12
WN,FLL,STL,15:00,0,2.92,318,0,28
DL,MCO,ATL,16:00,0,1.7,155,0,12
MQ,DAY,ORD,20:00,0,1.42,346,0,26
AA,DFW,SAT,14:00,0,1.13,330,0,8
VX,LAX,SEA,13:00,0,2.67,258,0,29
WN,DEN,MCO,06:00,0,3.58,457,0,9
MQ,ATL,LGA,16:00,0,2.23,221,0,6
AA,MIA,BOS,13:00,0,3.1,397,0,6
WN,BWI,BNA,07:00,0,2.08,151,0,7
WN,ATL,TPA,08:00,0,1.5,352,0,16
WN,ATL,LGA,20:00,0,2.25,235,0,11
EV,HRL,IAH,05:00,0,1.2,564,1,5
B6,BWI,BOS,06:00,0,1.4,201,0,8
US,DFW,PHL,15:00,0,3.05,545,0,11
DL,MSP,LAS,19:00,0,3.5,595,0,24
DL,BDL,DTW,09:00,0,2.15,365,0,6
US,BOS,DCA,12:00,0,1.57,124,0,21
US,PHL,BOS,21:00,0,1.3,314,1,28
UA,ORD,SFO,17:00,0,4.8,481,0,25
US,PIT,PHX,17:00,0,4.68,317,0,8
B6,DCA,BOS,06:00,0,1.4,401,0,12
UA,SEA,DEN,10:00,0,2.58,315,0,17
WN,IND,TPA,15:00,0,2.17,162,0,13
WN,SMF,LAX,20:00,0,1.33,439,0,9
B6,MCO,SJU,07:00,0,2.75,345,0,17
AS,LAS,SEA,07:00,0,2.57,300,0,9
MQ,GRK,DFW,15:00,0,0.82,586,0,19
DL,MSP,SEA,11:00,0,3.8,198,0,14
US,JFK,CLT,06:00,0,2.12,569,0,22
MQ,JAN,DFW,10:00,0,1.6,475,0,25
WN,SJC,SNA,07:00,0,1.25,368,0,28
DL,SLC,DEN,20:00,0,1.47,119,0,28
WN,BUR,LAS,13:00,0,1.0,315,0,13
WN,PHL,FLL,13:00,0,2.92,241,0,9
WN,RDU,BWI,18:00,0,1.08,395,0,27
B6,PBI,JFK,14:00,0,2.73,286,0,10
UA,SNA,SFO,18:00,0,1.5,441,0,24
WN,MCO,BHM,09:00,0,1.58,549,0,20
B6,JFK,SJU,22:00,0,3.75,471,1,6
OO,DEN,TUS,15:00,0,2.07,495,0,25
MQ,LGA,CMH,11:00,0,1.9,434,0,11
EV,ORD,ATL,19:00,0,1.98,457,0,13
WN,MCO,BDL,10:00,0,2.58,589,0,19
OO,DTW,PLN,12:00,0,1.22,289,0,24
WN,MSY,SAN,14:00,0,4.25,399,0,11
DL,ATL,SAV,20:00,0,1.03,539,0,18
WN,DTW,ATL,16:00,0,2.08,156,0,23
OO,ORD,BOS,07:00,0,2.28,182,0,12
EV,OAJ,ATL,06:00,0,1.52,475,0,24
US,SLC,PHX,20:00,0,1.6,95,0,17
OO,CVG,DTW,12:00,0,1.18,237,0,20
US,PHX,FLL,09:00,0,4.33,541,0,6
B6,BOS,SJU,21:00,0,3.95,550,1,20
AA,LAX,JFK,23:00,0,5.35,352,1,12
EV,MSP,EWR,14:00,0,2.75,442,0,25
WN,SNA,PHX,08:00,0,1.17,510,0,26
US,PHL,BOS,20:00,0,1.18,382,0,24
AA,ORD,DCA,06:00,0,1.75,513,0,26
WN,LAX,BNA,09:00,0,3.83,220,0,5
AA,PIT,DFW,13:00,0,3.25,136,0,14
WN,MCO,ATL,06:00,0,1.75,526,0,18
HA,HNL,KOA,19:00,0,0.72,237,0,18
WN,MSY,DAL,08:00,0,1.42,90,0,28
US,CLT,DTW,14:00,0,1.8,94,0,28
NK,LAS,MSP,00:00,0,3.02,345,1,5
EV,RIC,DTW,12:00,0,1.98,209,0,28
OO,MSP,FSD,09:00,0,1.32,169,0,20
US,CLT,PDX,18:00,0,5.78,304,0,27
AA,MSP,DFW,17:00,0,2.6,113,0,13
EV,EWR,DTW,12:00,0,2.07,227,0,16
DL,ATL,EWR,08:00,0,2.13,184,0,22
VX,SFO,SAN,17:00,0,1.42,329,0,14
EV,BHM,ORD,09:00,0,2.1,98,0,25
UA,DEN,BOS,15:00,0,3.83,328,0,9
WN,STL,DTW,08:00,0,1.5,539,0,24
EV,BTR,IAH,11:00,0,1.2,412,0,7
WN,CLT,MDW,16:00,0,2.25,494,0,26
OO,ASE,ORD,11:00,0,2.92,528,0,8
B6,BWI,BOS,19:00,0,1.28,447,0,27
AA,DFW,IAH,07:00,0,1.1,223,0,8
EV,IAH,HSV,15:00,0,1.77,171,0,18
WN,LAX,OAK,15:00,0,1.25,458,0,18
DL,MSP,LAX,09:00,0,4.22,148,0,28
WN,MCO,IND,10:00,0,2.42,563,0,25
AA,MIA,SEA,21:00,0,6.83,410,1,5
DL,LAX,PHX,19:00,0,1.42,163,0,16
DL,SFO,ATL,20:00,0,5.48,227,0,26
NK,BOS,PBI,15:00,0,3.3,498,0,21
WN,FLL,TPA,07:00,0,1.08,205,0,10
DL,MSP,RSW,07:00,0,3.53,105,0,28
AA,DFW,BWI,09:00,0,2.73,157,0,14
WN,AUS,HOU,17:00,0,0.83,349,0,7
US,SLC,PHX,17:00,0,1.62,349,0,26
WN,MDW,DCA,08:00,0,1.75,494,0,26
NK,TPA,LBE,19:00,0,2.3,490,0,5
NK,MSP,LAS,21:00,0,3.33,465,1,15
EV,HPN,DTW,12:00,0,1.93,441,0,9
EV,ATL,LFT,10:00,0,1.83,204,0,28
WN,FLL,MDW,18:00,0,3.33,444,0,25
WN,MCI,PDX,11:00,0,3.92,505,0,17
OO,PHX,DRO,09:00,0,1.42,164,0,16
UA,PHX,IAH,16:00,0,2.57,119,0,29
AA,DFW,LAS,15:00,0,3.0,184,0,17
AA,ORD,RNO,18:00,0,4.45,591,0,29
US,TPA,PHL,08:00,0,2.47,171,0,8
MQ,LGA,CMH,19:00,0,1.97,456,0,29
OO,DTW,MSN,08:00,0,1.38,261,0,5
WN,BWI,BHM,13:00,0,2.17,206,0,13
DL,EYW,ATL,17:00,0,2.05,297,0,9
B6,ROC,JFK,16:00,0,1.42,115,0,26
OO,SBP,LAX,06:00,0,1.3,110,0,15
AA,DFW,TUL,20:00,0,0.92,297,0,13
DL,PHL,MSP,08:00,0,3.15,383,0,15
EV,EWR,DTW,08:00,0,2.02,546,0,23
NK,ACY,PBI,08:00,0,2.52,167,0,21
OO,SLC,SUN,11:00,0,1.15,550,0,9
US,CLT,BUF,16:00,0,1.67,274,0,27
AS,PDX,LAS,20:00,0,2.03,366,0,28
EV,AEX,IAH,07:00,0,1.05,184,0,23
MQ,CVG,ORD,07:00,0,1.43,352,0,12
DL,ATL,AUS,22:00,0,2.67,381,1,13
F9,DEN,PDX,21:00,0,2.73,207,1,24
US,PVD,CLT,08:00,0,2.47,541,0,22
DL,DEN,JFK,10:00,0,3.65,540,0,19
AA,JFK,DCA,16:00,0,1.35,285,0,13
UA,IAH,PBI,19:00,0,2.33,327,0,11
DL,ATL,SJC,19:00,0,5.37,258,0,16
F9,DEN,PHX,12:00,0,1.75,191,0,26
DL,DTW,SFO,08:00,0,5.5,338,0,11
OO,DSM,ORD,18:00,0,1.43,248,0,17
AA,SAT,DFW,07:00,0,1.18,125,0,17
EV,IAH,LFT,13:00,0,0.98,542,0,25
WN,BUR,OAK,09:00,0,1.17,197,0,10
EV,GRR,DTW,15:00,0,1.07,178,0,27
OO,SFO,BOI,11:00,0,1.6,138,0,9
MQ,DFW,CVG,11:00,0,2.13,116,0,14
WN,SFO,LAX,12:00,0,1.33,337,0,9
UA,IAH,DCA,15:00,0,2.88,514,0,8
AA,DFW,SNA,11:00,0,3.33,152,0,15
DL,ATL,PNS,22:00,0,1.25,347,1,10
OO,SLC,EUG,21:00,0,2.2,182,1,19
NK,MYR,FLL,08:00,0,1.75,178,0,16
WN,PHX,LAS,15:00,0,1.08,369,0,6
WN,MKE,STL,06:00,0,1.42,551,0,28
UA,SFO,PHX,20:00,0,1.95,348,0,11
WN,TPA,DCA,18:00,0,2.25,438,0,23
AA,DFW,CLT,14:00,0,2.33,333,0,11
WN,BWI,LAS,06:00,0,5.5,272,0,28
HA,KOA,HNL,08:00,0,0.72,298,0,11
AA,DFW,SNA,10:00,0,3.33,314,0,29
AA,MIA,SJU,12:00,0,2.55,304,0,28
WN,DEN,PDX,11:00,0,2.83,523,0,16
US,ATL,PHL,14:00,0,1.98,251,0,25
WN,SAN,OAK,16:00,0,1.42,221,0,6
DL,BDL,ATL,16:00,0,2.82,502,0,27
HA,LIH,HNL,06:00,0,0.53,166,0,12
OO,IAH,CLT,12:00,0,2.27,597,0,19
AS,SEA,DEN,07:00,0,2.55,139,0,8
OO,ORD,MSP,07:00,0,1.58,496,0,13
US,CLT,MSP,14:00,0,2.82,424,0,21
WN,OKC,ATL,06:00,0,2.08,423,0,6
UA,PBI,EWR,14:00,0,2.75,307,0,13
US,PHX,ORD,08:00,0,3.37,372,0,29
US,PHL,RSW,15:00,0,2.88,556,0,15
MQ,ORD,PIA,08:00,0,0.83,365,0,24
US,CLT,ORD,11:00,0,2.25,90,0,15
UA,BOS,EWR,13:00,0,1.67,235,0,17
EV,IAH,SAT,16:00,0,1.08,319,0,9
MQ,ORD,AZO,14:00,0,0.88,365,0,8
AA,DFW,HOU,12:00,0,1.08,407,0,16
DL,DTW,MCI,20:00,0,2.3,215,0,24
WN,LAS,MCI,13:00,0,2.75,301,0,23
DL,LAX,JFK,11:00,0,5.33,149,0,15
B6,SEA,BOS,22:00,0,5.1,259,1,20
WN,TPA,SDF,18:00,0,2.08,200,0,18
B6,BOS,PBI,06:00,0,3.42,558,0,25
F9,TPA,PHL,15:00,0,2.42,580,0,16
WN,DCA,MDW,07:00,0,2.25,94,0,29
B6,BOS,BWI,05:00,0,1.68,588,1,7
WN,DCA,MDW,14:00,0,2.17,220,0,12
WN,DAL,AUS,06:00,0,0.92,93,0,5
B6,BOS,FLL,14:00,0,3.57,498,0,13
US,LAX,PHX,12:00,0,1.38,149,0,9
US,ORD,CLT,07:00,0,2.02,366,0,7
WN,LIT,DAL,06:00,0,1.25,572,0,6
B6,ABQ,JFK,23:00,0,3.78,460,1,6
UA,SFO,EWR,15:00,0,5.38,105,0,5
AS,SEA,LAX,09:00,0,2.6,443,0,10
NK,DFW,ATL,07:00,0,2.02,573,0,28
WN,SFO,SAN,18:00,0,1.42,474,0,25
MQ,GRB,ORD,18:00,0,1.1,528,0,25
AA,MIA,LGA,08:00,0,2.87,248,0,10
WN,LAS,SLC,13:00,0,1.33,325,0,12
WN,STL,MDW,11:00,0,1.08,521,0,12
NK,IAH,FLL,14:00,0,2.38,381,0,14
EV,CAK,DTW,12:00,0,1.02,504,0,15
WN,TPA,LAS,07:00,0,5.17,520,0,24
B6,STT,SJU,09:00,0,0.62,523,0,16
DL,DTW,CLT,10:00,0,2.0,318,0,15
WN,DAL,LBB,12:00,0,1.08,112,0,13
AS,SLC,SEA,17:00,0,2.2,510,0,5
WN,DEN,AUS,20:00,0,2.08,352,0,23
EV,EWR,TYS,18:00,0,2.22,598,0,6
MQ,ORD,GRR,15:00,0,0.77,466,0,14
UA,IAH,SAT,19:00,0,1.08,286,0,14
AA,DFW,BOS,12:00,0,3.45,421,0,12
UA,IAH,LAX,18:00,0,3.82,289,0,21
AA,ORD,SAN,17:00,0,4.25,360,0,7
B6,JFK,BOS,06:00,0,1.18,534,0,29
UA,DEN,OMA,15:00,0,1.42,548,0,13
AA,MIA,RDU,15:00,0,2.17,270,0,14
WN,SEA,OAK,21:00,0,2.0,454,1,27
AA,EGE,MIA,12:00,0,4.18,492,0,5
UA,SFO,LAS,14:00,0,1.65,585,0,10
WN,PHX,LAS,15:00,0,1.0,170,0,21
US,DCA,PHL,15:00,0,1.35,301,0,27
OO,ORD,DTW,14:00,0,1.3,230,0,25
WN,LAX,OAK,10:00,0,1.25,156,0,10
UA,BOS,LAX,06:00,0,6.73,224,0,5
DL,ATL,SRQ,15:00,0,1.6,152,0,9
MQ,DAY,ORD,10:00,0,1.23,511,0,14
B6,SJU,JFK,21:00,0,3.98,306,1,7
MQ,GPT,DFW,06:00,0,1.98,488,0,18
US,DEN,CLT,16:00,0,3.05,184,0,25
WN,DEN,MSP,16:00,0,1.92,217,0,23
OO,FAT,LAX,05:00,0,1.25,214,1,9
EV,PIT,EWR,15:00,0,1.53,523,0,13
DL,ATL,IAH,14:00,0,2.33,190,0,14
EV,LEX,ATL,17:00,0,1.35,102,0,16
EV,ORD,CLT,16:00,0,1.92,201,0,28
WN,MEM,HOU,18:00,0,1.75,292,0,26
US,CLT,LAS,08:00,0,5.05,282,0,18
WN,MKE,SFO,11:00,0,4.75,475,0,29
EV,PNS,IAH,09:00,0,1.67,305,0,15
B6,SJU,FLL,22:00,0,2.72,391,1,21
B6,SLC,LGB,12:00,0,1.85,586,0,18
OO,MOT,DEN,18:00,0,1.87,552,0,28
UA,SJU,IAH,07:00,0,4.92,524,0,15
WN,MKE,BWI,18:00,0,1.92,539,0,15
OO,SFO,RNO,12:00,0,1.02,248,0,18
UA,ORD,ALB,18:00,0,1.92,350,0,9
VX,DCA,DAL,18:00,0,3.5,589,0,18
US,PHL,DFW,16:00,0,3.85,588,0,24
OO,DEN,PSP,15:00,0,2.33,155,0,12
WN,ATL,PBI,10:00,0,2.0,480,0,27
AA,DTW,DFW,14:00,0,3.1,196,0,26
WN,DAL,MSY,13:00,0,1.33,345,0,21
